mod,protein1,protein2,interaction,interaction_pair
FMQJSWLAMMWGAY-UHFFFAOYSA-N,Q9BZU3,D6RAG5,0,KEAP1_NRF2
TYLLBOCDKUXAKC-UHFFFAOYSA-N,P37231,B4DYS9,0,CD80_CD28
IRGRJLCAWLZOOO-UHFFFAOYSA-N,P03971,AF-E7EQJ3-F1-model_v4,0,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
VBYZMMGCVXGBGF-UHFFFAOYSA-N,E9PKS4,P52952,0,GATA4_NKX2-5
MBRLOUHOWLUMFF-UHFFFAOYSA-N,Q07820,E9PAM9,0,CRM1_Rev
GGGLPBDINQYKEM-UHFFFAOYSA-N,A0A3B3IUA8,A0A2R8YCJ1,0,HIF-1a_p300
WZMCNMSXIKEYTO-UHFFFAOYSA-N,Q8NBP7,H0YMD1,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
GEPLHYQNKBDVLN-UHFFFAOYSA-N,F5H8A6,P01374,0,RAC1_TIAM1
HEDSBARVKGSCPU-UHFFFAOYSA-N,A0A2R8YCH5,P36402,0,HIF-1a_p300
CHPKUAHVBYHZKC-KRWDZBQOSA-N,L7RSL8,Q8NIA3,0,FKBP1A_FK506
WYUYEJNGHIOFOC-NWBUNABESA-N,A0A669KAY4,H0YMD1,0,Runt-related transcription factor 1_Core-binding factor subunit beta
DDEBWWZIZBIPQB-UHFFFAOYSA-N,E9PFV2,B4DYS9,0,Annexin A2_S100-A10
PCPDTXUXSMNJPX-YXBKOPBNSA-N,Q96GG9,A0A024R4T4,0,Neuropilin-1_VEGF-A
UENQSWPRHPUNQA-UHFFFAOYSA-N,H0YM16,A0A0S2Z5D6,0,Glucokinase_Glucokinase regulatory protein
JONNIXCNDNCDHK-OPXMRZJTSA-N,Q0VDC5,P62942,0,XIAP_SMAC
ICKFFNBDFNZJSX-UHFFFAOYSA-N,A0A804HKM6,Q8NIA3,0,FAK_VEGFR3
ZVRKETNVMFVIJP-UHFFFAOYSA-N,C9DZM4,Q9UM91,0,HIF-1a_p300
KKDPIZPUTYIBFX-UHFFFAOYSA-N,E9PNT5,A0A248X3Y4,0,Runt-related transcription factor 1_Core-binding factor subunit beta
DOVNUEPFPBWTSV-UHFFFAOYSA-N,B3CJ63,Q8IYC6,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
RHOOHUMOHVIXEF-UHFFFAOYSA-N,P78460,Q8NIA3,0,ZIPA_FTSZ
LUJMEECXHPYQOF-UHFFFAOYSA-N,A0A669KB81,Q9UH51,0,BAZ2B_H4
DIFKWHRMEGFLSD-DBEUHZBBSA-N,O60240,Q8WTS1,0,Catenin beta-1_Transcription factor 7
DLHWAOYAWWXEEW-UHFFFAOYSA-N,Q9UBK2,AF-E7EWM1-F1-model_v4,0,VEGF_VEGFR
IAOZPQYDZDPNRU-UHFFFAOYSA-N,P15692,A0A1W2PNW4,0,Importin subunit beta-1_Snurportin-1
JTCBCDHSPFWEGS-UHFFFAOYSA-N,B4DU51,C9J417,0,WDR5_Mixed-lineage leukemia 1 (MLL1)
YWHUPMDHHBIXPR-HNNXBMFYSA-N,J9PH39,P01374,0,CD4_gp120
RLGHFVLWYYVMQZ-BZYZDCJZSA-N,Q5T179,D6RAG5,0,CRM1_Rev
DIFKWHRMEGFLSD-DBEUHZBBSA-N,L7RSL8,Q07889,0,Catenin beta-1_Transcription factor 7
MSZJBCLQSZKRQD-UHFFFAOYSA-N,B4E3L8,H7BZE5,0,FKBP1A_FK506
WMKGGPCROCCUDY-PHEQNACWSA-N,O43521,Q07812,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
JAWGKAWMDVYUQA-AATRIKPKSA-N,B3CJ72,G3V2R5,0,Importin subunit beta-1_Snurportin-1
SOZJMQJCCKPSJW-UHFFFAOYSA-N,V9GYQ5,AF-A0A0S2Z448-F1-model_v4,0,Beta-catenin_TCF
SLGRAIAQIAUZAQ-UHFFFAOYSA-N,Q86YN6,C9JNV9,0,Beta-catenin_TCF
MTAQSNRDDITUHH-GOSISDBHSA-N,Q8NBP7,H0YMD1,0,INTEGRASE_LEDGF
NQXVDDGKDJESCO-UHFFFAOYSA-N,A8MRB1,H2EHT1,0,MENIN_MLL
LBXJVISQYZQJLT-UHFFFAOYSA-N,A0N2G3,Q8IYC6,0,BCoR_BCL6
MKXIWMVKCFSCIT-UHFFFAOYSA-N,Q5SR36,B9TX56,0,Annexin A2_S100-A10
GRIQSZFMJIFQQJ-UHFFFAOYSA-N,Q9HBZ2,B3KW07,0,KEAP1_NRF2
SUNSLACFIOGRFF-VWLOTQADSA-N,Q8WTS1,Q00G26,0,PCSK9_LDLR
GXDYUJHLPNEPQM-UHFFFAOYSA-N,Q8NBP7,E1B4T0,0,FKBP1A_FK506
SMEJQLRLHKWIFV-UHFFFAOYSA-N,H9KVB1,J3KS23,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
QCLBVGLQKICMSD-UHFFFAOYSA-N,P37231,Q15788,0,VEGF_VEGFR
RHJOYYPAYHHSMS-UHFFFAOYSA-N,P20701,A0A1C9J7T1,0,CRM1_Rev
IWBFEZBCHATORP-UHFFFAOYSA-N,E9PMB8,P00519,0,GATA4_NKX2-5
MQUQNUAYKLCRME-INIZCTEOSA-N,A0A0S2Z4T3,P00519,0,Perilipin-1_ABHD5
GIEWDXYFECFVMV-UHFFFAOYSA-N,A0A024R2F2,Q16665,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
GYQWKTIZRYVFEM-UHFFFAOYSA-N,Q9BZU3,A0A7P0S4R7,0,NCS-1_Ric8a
IFOVLGBERKQOHA-MSOLQXFVSA-N,P37231,B5MCN7,0,CD4_gp120
OEKIMMDQGPSODM-UHFFFAOYSA-N,A0A5F9ZGX7,A0N7C7,0,FKBP1A_FK506
FSXGYVHBBBJVIA-UHFFFAOYSA-N,V9H0F2,O75475,0,VEGF_VEGFR
CBTICXFNIGNHEP-UHFFFAOYSA-N,P78545,B9TX54,0,MDM4_P53
DIFKWHRMEGFLSD-DBEUHZBBSA-N,G3V5T7,Q07889,0,Catenin beta-1_Transcription factor 7
MBRLOUHOWLUMFF-UHFFFAOYSA-N,Q9HBZ2,Q99814,0,CRM1_Rev
SECXISVLQFMRJM-UHFFFAOYSA-N,Q5T179,H0Y9I9,0,PB1-5_H3
JWXQDGJJAKSXGP-UHFFFAOYSA-N,P37231,C9JNV9,0,RAC1_TIAM1
JMPJNNOSVCHYOU-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,A0A0D9SFA9,0,Rad51_BRCA2
BMGQMFHTPSJIIW-UHFFFAOYSA-N,E9PFV2,H7C1Y3,0,Bromodomain_Histone
SUNSLACFIOGRFF-VWLOTQADSA-N,U5P039,Q13951,0,PCSK9_LDLR
KWGRBVOPPLSCSI-WCBMZHEXSA-N,AF-Q00975-F1-model_v4,A0A0G2JMD7,0,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
FNKBEGHNLRZRKZ-UHFFFAOYSA-N,A0A5F9ZGX7,C9JL16,0,Rad51_BRCA2
BJNWHSZSRCJLNX-IQCCBIBNSA-N,O43521,Q07812,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
GNPGWFTXGXHBPW-YGCVIUNWSA-N,Q9UBK2,C9JNV9,0,KEAP1_NRF2
BUVAZQXCXBXZFW-UHFFFAOYSA-N,Q9UBK2,B5MCN7,0,HIF-1a_p300
CHUQQKDYOQZYHZ-ZDUSSCGKSA-N,A4D2P1,Q13009,0,INTEGRASE_LEDGF
XLJBMJUUVSNCDD-UHFFFAOYSA-N,A0A804HJ06,Q07889,0,Annexin A2_S100-A10
HYXMPCIQSWHPTK-UHFFFAOYSA-N,A0A3G1LBH1,C9K0N6,0,CD80_CD28
FUANRVOPAVWOIK-UHFFFAOYSA-N,E9PKS4,A1ECD1,0,S100B_p53
CXKWCBBOMKCUKX-UHFFFAOYSA-M,A0A494C1T8,A0A494C130,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
SVBCOAAIOJDZNC-BQYQJAHWSA-N,O60240,A0A0S2Z572,0,PB1-5_H3
MDIUHSXLUNWCLE-UHFFFAOYSA-N,P98170,Q9NR28,0,Runt-related transcription factor 1_Core-binding factor subunit beta
ICKFFNBDFNZJSX-UHFFFAOYSA-N,B4DG83,C9J417,0,FAK_VEGFR3
APGPTBKZSKTTAZ-XYYYAOKXSA-N,G3V5T7,Q8NIA3,0,Neuropilin-1_VEGF-A
XGGOZVAZONWKNW-JKFKMHIGSA-N,A4D2P2,Q13009,0,IL2_IL2R
HQXURVDTMCNLFE-UHFFFAOYSA-N,E9PMB8,B4DH91,0,GATA4_NKX2-5
MWSUIZKGNWELRF-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,0,Rad51_BRCA2
MBRLOUHOWLUMFF-UHFFFAOYSA-N,Q07820,E9PAM9,0,CRM1_Rev
GMDIDIYLWBUNEW-UHFFFAOYSA-N,A0A3G1LBH1,C9K0N6,0,BAZ2B_H4
TZVNNUHRZXQCHM-UHFFFAOYSA-N,P43694,P52952,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
LICJTIDRHJECTD-SFHVURJKSA-N,P14174,AF-P04233-F1-model_v4,0,ZIPA_FTSZ
HNFIJWNVPWXSOL-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
LSVSINNXAJHMRT-UHFFFAOYSA-N,U5P039,A0A494C0A9,0,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
YZRQBRVRVKEHSG-UHFFFAOYSA-N,A0A804HKM6,C9K0N6,0,CD80_CD28
ICKFFNBDFNZJSX-UHFFFAOYSA-N,Q07820,O43521,0,FAK_VEGFR3
OHZOKKGTLRVETE-UHFFFAOYSA-N,W0UV93,Q13009,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
SMEJQLRLHKWIFV-UHFFFAOYSA-N,M0R0H4,Q14493,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
AARUNXNNAZIAQK-UHFFFAOYSA-N,Q5T179,Q13309,0,MYC_MAX
KZYQYZPANJVPPY-UHFFFAOYSA-N,A4D2P1,Q13009,0,Importin subunit beta-1_Snurportin-1
UXGUZFZBZPPZGL-UHFFFAOYSA-N,Q6W2J9,A0A0C4DH53,0,TNFR1A_TNFB
QSQVKKFKZQGQFF-UHFFFAOYSA-N,P78545,B9TX59,0,FKBP1A_FK506
KNJKLBLRJBJXFN-UHFFFAOYSA-N,E9PFV2,AF-E5RFN9-F1-model_v4,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
MBRLOUHOWLUMFF-UHFFFAOYSA-N,P78460,Q8NIA3,0,CRM1_Rev
BQBZZKAKSYADDO-UHFFFAOYSA-N,Q86YN6,Q9Y6Q9,0,INTEGRASE_LEDGF
HNFIJWNVPWXSOL-UHFFFAOYSA-N,Q9UNS8,A0A1W2PNW4,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
ZENFHQHLYWELPP-UHFFFAOYSA-N,A8MRB1,S4R334,0,DCN1_UBE2M
HJLVADIYJRSVIR-JQIJEIRASA-N,H2EHT1,O15151,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
CTMSGNYEINNMPK-UHFFFAOYSA-N,H9KVB1,A0A494C0A9,0,Beta-catenin_TCF
LDCRTTXIJACKKU-ONEGZZNKSA-N,W0UV93,Q13009,0,KEAP1_NRF2
ZZOADACMNMEUIP-SNRMKQJTSA-N,Q5VV67,B4DYT5,0,XIAP_SMAC
IGPYPLSLOMXWFY-UHFFFAOYSA-N,P07355,Q6FGE5,0,RAC1_TIAM1
QBCJHAKYAHFFKF-BOPFTXTBSA-N,Q9UMS7,D0VY79,0,Importin subunit beta-1_Snurportin-1
GYYXKPBLWDDQQK-UHFFFAOYSA-N,Q06609,A0A248X3Z1,0,"BCL-like_BAX,BAK"
SAVTWYBICKMDSC-MRVPVSSYSA-N,Q9UMS8,Q16665,0,VEGF_VEGFR
JWVTXNFJOZMBPJ-JTHBVZDNSA-N,A0A0S2Z4C5,H2EHT1,0,IL2_IL2R
MYAZRJLIDGICMI-UHFFFAOYSA-N,B3KUF4,P52952,0,DCN1_UBE2M
QKQSHKXIHWMZBP-UHFFFAOYSA-N,A0A7I2V3S6,P62942,0,Bromodomain_Histone
OCEFHCBADSSFNI-PNIWUYDQSA-N,AF-Q5EBM5-F1-model_v4,Q16695,0,XIAP_SMAC
RIUWVQAWHOOGFK-UHFFFAOYSA-N,Q9BZU3,A0A0A0MTL5,0,KRAS_SOS1
XOWBHNIRCZERRH-UHFFFAOYSA-N,Q9UL45,Q86U86,0,Glucokinase_Glucokinase regulatory protein
SUNSLACFIOGRFF-VWLOTQADSA-N,E5RH72,J3KS23,0,PCSK9_LDLR
UJJLTAKKBBQNRE-UHFFFAOYSA-N,Q5T179,D6RAG5,0,CD80_CD28
HFRDTVPDZVGHGW-UHFFFAOYSA-N,O14786,Q9UNS8,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
SMEJQLRLHKWIFV-UHFFFAOYSA-N,B0LXF2,A1ECB6,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
VLUCXJXOZXEFPA-IYBDPMFKSA-N,P27540,Q99814,0,XDM2_P53
OBVPFAHIWQLCBQ-UHFFFAOYSA-N,Q1JUQ5,Q5W0X3,0,KEAP1_NRF2
PPUJEZUKUJTCNK-AWEZNQCLSA-N,A0A2R8YCH5,P36402,0,INTEGRASE_LEDGF
JWVTXNFJOZMBPJ-JTHBVZDNSA-N,A0A0S2Z4C5,H2EHT1,0,IL2_IL2R
YQPIBQOIIIQHCV-UHFFFAOYSA-N,P37231,Q9Y6Q9,0,Beta-catenin_TCF
ICKFFNBDFNZJSX-UHFFFAOYSA-N,Q07820,O43521,0,FAK_VEGFR3
PYLOYQVSTXHVHC-UHFFFAOYSA-N,B3CJ63,Q8IYC6,0,CD80_CD28
SXPZIMYBDLHEHV-UHFFFAOYSA-N,A0A2R8YCH5,P36402,0,PA_PB1
WZLWEWPBYALHJR-UHFFFAOYSA-N,A0A2R8Y804,Q9HCS4,0,Annexin A2_S100-A10
GYQWKTIZRYVFEM-UHFFFAOYSA-N,G3V4K2,Q8NIA3,0,NCS-1_Ric8a
MRNGXYMKYHNMLV-WCSIJFPASA-N,E7EX60,P15692,0,IL2_IL2R
DYEFUKCXAQOFHX-UHFFFAOYSA-N,A0A669KAY4,H0YMD1,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
DIFKWHRMEGFLSD-DBEUHZBBSA-N,A0A087WZ09,A0A0S2Z383,0,Catenin beta-1_Transcription factor 7
SETNEQDYFGVAIN-UHFFFAOYSA-N,B4E3L8,C9J417,0,GATA4_NKX2-5
ICKFFNBDFNZJSX-UHFFFAOYSA-N,A0A804HKM6,Q8NIA3,0,FAK_VEGFR3
CXKWCBBOMKCUKX-UHFFFAOYSA-M,P37231,B4DYS9,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
KNJKLBLRJBJXFN-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,A0A0D9SFA9,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
BAMXBFLPNULUET-UHFFFAOYSA-N,O60240,A0A2U3TZT9,0,MYC_MAX
UXGUZFZBZPPZGL-UHFFFAOYSA-N,A0A3G1LBH1,Q9UKX9,0,TNFR1A_TNFB
BKUMVXIXUVYKDQ-GHXNOFRVSA-N,B3CJ72,Q6V3B1,0,Importin subunit beta-1_Snurportin-1
SXPZIMYBDLHEHV-UHFFFAOYSA-N,A0A2R8YCH5,P36402,0,PA_PB1
LICJTIDRHJECTD-UHFFFAOYSA-N,Q9UBK2,B5MCN7,0,ZIPA_FTSZ
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P43694,P52952,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
KQUYOJWMGJXOCW-UHFFFAOYSA-N,H9KVB1,A0A494C0A9,0,Glucokinase_Glucokinase regulatory protein
COHIEJLWRGREHV-YRNVUSSQSA-N,B2R6I9,A8K719,0,"BCL-like_BAX,BAK"
LOGJQOUIVKBFGH-YBEGLDIGSA-N,A0A221ZRZ4,C9K0N6,0,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
LTESOAGUHITHPM-RIBQPWQFSA-N,Q5SR36,B9TX59,0,"BCL-like_BAX,BAK"
BVWHOZYQECWMFG-UHFFFAOYSA-N,K7EJD8,Q16236,0,NRP_VEGF
KAJCFZUIUCDMNV-UHFFFAOYSA-N,Q13671,Q05655,0,S100B_p53
YQGBAIVVBRFNEX-UHFFFAOYSA-M,Q07820,O43521,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
NBQTZYRRRDQNKE-QGZVFWFLSA-O,B7Z752,H3BRI5,0,KRAS_SOS1
GRIAZRCYPXFJJF-UHFFFAOYSA-N,B2R6I9,Q13951,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
PLSQJQBMTUJOLL-CYBMUJFWSA-N,Q96CV9,Q6WZM0,0,Runt-related transcription factor 1_Core-binding factor subunit beta
GYQWKTIZRYVFEM-UHFFFAOYSA-N,B0LXF2,A0A0S2Z383,0,NCS-1_Ric8a
RVAGAHLIJPXBEV-UHFFFAOYSA-N,B4E3L8,E9PAM9,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
OWHJVXHDOFJZEK-UHFFFAOYSA-N,K7ESE0,Q16236,0,Glucokinase_Glucokinase regulatory protein
RZQVZONKHSOLHN-UHFFFAOYSA-N,Q96GG9,M0QX69,0,PA_PB1
RHOOHUMOHVIXEF-UHFFFAOYSA-N,P01112,C9K0N6,0,ZIPA_FTSZ
FSXGYVHBBBJVIA-UHFFFAOYSA-N,Q14901,Q6V3B1,0,VEGF_VEGFR
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P43694,P52952,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
VLUCXJXOZXEFPA-IYBDPMFKSA-N,P01112,Q8NIA3,0,XDM2_P53
CDOMBRFDONICCK-CYBMUJFWSA-N,P62942,P62942,0,PB1-5_H3
HSYRXLRFNVFJBS-UHFFFAOYSA-N,P20701,K7EKL8,0,RANKL_RANK
DBYOJRHWEJEBCL-CYBMUJFWSA-N,B7Z752,H3BQR0,0,HRAS_SOS1
KMKJDWRQGUEOJR-UHFFFAOYSA-N,A0A3B3IUA8,E9PBG5,0,Glucokinase_Glucokinase regulatory protein
GRIAZRCYPXFJJF-UHFFFAOYSA-N,Q9UMS8,A8MYV6,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
SXPZIMYBDLHEHV-UHFFFAOYSA-N,A0A804HJ06,C9K0N6,0,PA_PB1
FQENXGGVLOXLKU-UHFFFAOYSA-N,Q9NZG9,A0A2S1WCJ3,0,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
RLGHFVLWYYVMQZ-BZYZDCJZSA-N,A0A3B3IUA8,A0A2R8YCJ1,0,CRM1_Rev
RNRXSCQKFXSIPU-UHFFFAOYSA-N,Q9UBK2,C9JNV9,0,GATA4_NKX2-5
IOUZAKOZNDIRHM-IAGOWNOFSA-N,B0LXF2,A1ECB1,0,ELF3_MED23
QIKLOVZAPGSYNO-UHFFFAOYSA-N,Q5T179,H0Y9I9,0,KRAS_SOS1
AARUNXNNAZIAQK-UHFFFAOYSA-N,Q9BZU3,H0Y9I9,0,MYC_MAX
JJYVEZRGSFAAOF-UHFFFAOYSA-N,P35222,B7WNT5,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
DQFBYFPFKXHELB-VAWYXSNFSA-N,L7RSL8,Q8NIA3,0,Perilipin-1_ABHD5
RLFZBUBFYHXOLN-UHFFFAOYSA-N,P04637,O15151,0,RAC1_TIAM1
NADUQCROZYTGPH-JYFOCSDGSA-N,Q0VDC6,Q5W0X3,0,Perilipin-1_ABHD5
IOUZAKOZNDIRHM-IAGOWNOFSA-N,E9PNT5,A0A248X3Y4,0,ELF3_MED23
UXGUZFZBZPPZGL-UHFFFAOYSA-N,A1A564,A0N7C7,0,TNFR1A_TNFB
BUCKBHOWKWDMMK-UHFFFAOYSA-N,Q0VDC6,P62942,0,Beta-catenin_TCF
BJNWHSZSRCJLNX-IQCCBIBNSA-N,A0A024R2F2,A8MYV6,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
OETIEACSNLUWLZ-UHFFFAOYSA-N,A0A2R8YCH5,P36402,0,MYC_MAX
LOGJQOUIVKBFGH-YBEGLDIGSA-N,A0A059VC25,P35916,0,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
WNQFIUIJXPOGMC-UHFFFAOYSA-N,K7EJ49,Q16236,0,Glucokinase_Glucokinase regulatory protein
UMPJRGAFFRSXRX-MHWRWJLKSA-N,A0A087WTR9,P04637,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
URTRMMHOVZQXRF-UHFFFAOYSA-N,K7PPA8,O15151,0,RAC1_TIAM1
JQWIUJNICDEZPA-UHFFFAOYSA-N,B4E3L5,B3KW07,0,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
OAVJHYWTVHHCFH-BPJRBCGYSA-N,P63000,A0A1B0GW57,0,Neuropilin-1_VEGF-A
PSRCDVYHEDLGJM-INIZCTEOSA-N,B4E3L8,H7BZE5,0,LFA_ICAM
WXARKWMOGDBCHV-UHFFFAOYSA-N,M0QYW0,Q9NWY4,0,p53_MDMX
UXGUZFZBZPPZGL-UHFFFAOYSA-N,A0A2R8Y750,E5RG75,0,TNFR1A_TNFB
XCGPKVOMKVDHGA-UHFFFAOYSA-N,Q0VDC5,Q5W0X3,0,GATA4_NKX2-5
QSUMUOAPGNILCM-UHFFFAOYSA-N,A0A087WTR9,P04637,0,Beta-catenin_TCF
QZCBPRZSHPNMPY-UHFFFAOYSA-N,A0N0P2,P10747,0,Rad51_BRCA2
BVWHOZYQECWMFG-UHFFFAOYSA-N,B7Z752,H3BUB4,0,NRP_VEGF
NWYNQWTUKVVKIY-UHFFFAOYSA-N,P04271,S4R334,0,MDM4_P53
APGPTBKZSKTTAZ-XYYYAOKXSA-N,O43521,Q16611,0,Neuropilin-1_VEGF-A
WMKGGPCROCCUDY-PHEQNACWSA-N,A0A2R8Y543,H0YAR8,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
DQFBYFPFKXHELB-VAWYXSNFSA-N,AF-Q5EBM5-F1-model_v4,Q5TEC6,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
IAYFTVLDDWMEDT-XYOKQWHBSA-N,P19438,P01374,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
XPJUUVBYNXLXMZ-AWAHEQQVSA-N,A0A0S2Z4U0,P00519,0,Neuropilin-1_VEGF-A
WXARKWMOGDBCHV-UHFFFAOYSA-N,M0QYW0,Q14493,0,p53_MDMX
GYQWKTIZRYVFEM-UHFFFAOYSA-N,P62166,Q9NPQ8,0,NCS-1_Ric8a
UEFBMKGVQXOXRD-INIZCTEOSA-N,Q0VDC6,P62942,0,Glucokinase_Glucokinase regulatory protein
GYQWKTIZRYVFEM-UHFFFAOYSA-N,B0LXF2,A0A0S2Z383,0,NCS-1_Ric8a
WHYNNQMYHZONCV-VHSSKADRSA-N,A0A2R8YCH5,P36402,0,VHL_HIF1A
OQAHHWOPVDDWHD-UHFFFAOYSA-N,H2EHT1,O15151,0,FKBP1A_FK506
IAYFTVLDDWMEDT-XYOKQWHBSA-N,A1A564,C9JL16,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
QQHAEBNIGSWFDN-UHFFFAOYSA-N,AF-P56273-F1-model_v4,P04637,0,Bromodomain_Histone
CWMOIKADURQZAS-RRAJOLSVSA-N,Q86YN6,H7C1Y3,0,KEAP1_NRF2
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q96CV9,P15692,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
MJVAVZPDRWSRRC-UHFFFAOYSA-N,P35222,P36402,0,Perilipin-1_ABHD5
YGJHOWOEBFBOSF-UHFFFAOYSA-N,A0A5F9ZGX7,A0A0C4DH53,0,MDM4_P53
WJGYEKOJLFTYIV-UHFFFAOYSA-N,E9PNR2,Q59F19,0,"BCL-like_BAX,BAK"
GHTHAUJPTBYQOJ-UHFFFAOYSA-N,Q5VV67,AF-E7EWM1-F1-model_v4,0,Bromodomain_Histone
WXARKWMOGDBCHV-UHFFFAOYSA-N,M0QYW0,Q14493,0,p53_MDMX
CXKWCBBOMKCUKX-UHFFFAOYSA-M,A0A494C1T8,A0A494C130,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q6NZ91,A2N4P8,0,ELF3_MED23
SUNSLACFIOGRFF-VWLOTQADSA-N,M4Q009,Q14397,0,PCSK9_LDLR
ATLVMCNQPSIYLW-UHFFFAOYSA-N,V9GYQ5,AF-A0A0S2Z449-F1-model_v4,0,DCN1_UBE2M
URRDWILHXUGXPV-UHFFFAOYSA-N,P35222,P36402,0,PB1-5_H3
WZLWEWPBYALHJR-UHFFFAOYSA-N,AF-Q5EBM5-F1-model_v4,Q6NXT2,0,Annexin A2_S100-A10
FRWCXXLFEUORIB-UHFFFAOYSA-N,B4DG83,H7BZE5,0,CD80_CD28
MRIAQLRQZPPODS-UHFFFAOYSA-N,X5D945,Q8NIA3,0,MENIN_MLL
JYNJLZKKIFCSEF-ONUIUJJFSA-N,P15692,A0A1W2PNW4,0,"BCL-like_BAX,BAK"
ZKYCDDDSQVOERN-UHFFFAOYSA-N,A4D2P0,A0A1B0GW57,0,BCoR_BCL6
CIKMSVFWVSERJB-UHFFFAOYSA-N,A0A5F9ZGX7,A0N7C6,0,GATA4_NKX2-5
AUZONCFQVSMFAP-UHFFFAOYSA-N,P63096,A0A2R8YCJ1,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
DXALFAYOYMDQMC-UHFFFAOYSA-N,B5A213,Q96LD9,0,LEDGF_IN
ZPXCEHMKUTXHRZ-UHFFFAOYSA-N,A0A0U1RQC9,O15151,0,KRAS_SOS1
UGEUNXISLGGFQR-UHFFFAOYSA-N,G3V5T7,C9K0N6,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
RTGDKRSUECVKCL-UHFFFAOYSA-N,M0QYW0,O14929,0,RAC1_TIAM1
BLZAFNQIOBRKRV-UHFFFAOYSA-N,Q5VV67,Q15788,0,CD4_gp120
SXPZIMYBDLHEHV-UHFFFAOYSA-N,M0QZD9,Q9NWY4,0,PA_PB1
VFLDPWHFBUODDF-FCXRPNKRSA-N,A4D2P0,A0A1B0GW57,0,Perilipin-1_ABHD5
LSVSINNXAJHMRT-UHFFFAOYSA-N,A6NMY6,P60903,0,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
